City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,cabedelo,-6.9811,-34.8339,297.52,83,17,4.88,BR,1715308787
286,ta`u,-14.2336,-169.5144,300.97,80,100,3.54,AS,1715308788
287,anadyr,64.75,177.4833,268.43,73,75,2.0,RU,1715308790
288,tarrafal,15.2833,-23.7667,298.59,77,29,5.15,CV,1715308791
289,guasdualito,7.2424,-70.7324,297.13,100,40,0.0,VE,1715308792
290,taroa,8.7058,171.2275,300.88,83,99,8.21,MH,1715308794
291,pimentel,-6.8367,-79.9342,293.31,77,0,9.26,PE,1715308796
292,obligado,-27.0333,-55.6333,289.23,88,100,0.91,PY,1715308696
293,lerwick,60.1545,-1.1494,281.15,97,100,6.52,GB,1715308799
294,havre,49.5833,0.3333,284.02,93,57,2.57,FR,1715308800
295,franklin,39.9667,-83.0166,286.59,94,100,3.09,US,1715308662
296,fallon,39.4735,-118.7774,294.08,27,40,5.14,US,1715308803
297,usinsk,65.9939,57.5281,272.08,97,100,1.34,RU,1715308780
298,kayangel,8.0823,134.7173,300.92,80,100,2.36,PW,1715308805
299,port lincoln,-34.7333,135.8667,289.73,65,0,3.55,AU,1715308807
300,srivardhan,18.0333,73.0167,302.23,70,1,2.18,IN,1715308808
301,machali,-34.1833,-70.6667,282.87,54,71,0.44,CL,1715308809
302,umm kaddadah,13.6017,26.6876,297.02,8,52,4.24,SD,1715308811
303,sanya,18.2431,109.505,306.24,58,20,4.0,CN,1715308812
304,sisophon,13.5859,102.9737,306.36,54,37,2.27,KH,1715308813
305,mata-utu,-13.2816,-176.1745,301.37,73,57,6.32,WF,1715308815
306,milledgeville,33.0801,-83.2321,293.98,96,0,1.54,US,1715308816
307,la gi,10.6667,107.7833,305.36,59,56,8.19,VN,1715308818
308,saint marys,30.7305,-81.5465,297.16,87,0,3.09,US,1715308776
309,port alfred,-33.5906,26.891,287.69,98,23,0.81,ZA,1715308369
310,al kharijah,25.4514,30.5464,297.74,11,0,1.33,EG,1715308822
311,millbrook,32.4799,-86.3619,297.2,83,100,3.09,US,1715308824
312,baymak,52.5933,58.3225,273.57,54,5,6.38,RU,1715308825
313,kurumkan,54.3,110.3,278.78,74,100,4.47,RU,1715308393
314,fujin,47.26,132.0322,291.0,20,100,2.57,CN,1715308827
315,zavetnoye,47.1194,43.8903,280.48,36,31,3.05,RU,1715308829
316,kupang,-10.1667,123.5833,304.25,55,2,5.58,ID,1715308830
317,isangel,-19.55,169.2667,297.21,73,75,3.09,VU,1715308831
318,kiunga,-6.1219,141.2906,298.96,96,97,1.21,PG,1715308832
319,prince rupert,54.3161,-130.3201,284.2,85,100,4.12,CA,1715308833
320,medina,24.4686,39.6142,300.39,19,0,0.0,SA,1715308585
321,center,31.5107,-96.4247,297.37,93,75,2.37,US,1715308635
322,malango,-2.9627,119.9001,301.2,58,10,1.93,ID,1715308362
323,kimbe,-5.5502,150.1429,302.09,83,100,0.21,PG,1715308349
324,fuglafjordur,62.244,-6.814,281.41,97,100,4.46,FO,1715308837
325,miles city,46.4083,-105.8406,289.69,55,0,5.14,US,1715308838
326,seoni,22.0833,79.5333,302.76,50,0,5.09,IN,1715308839
327,cole harbour,44.6724,-63.4751,279.79,92,100,7.2,CA,1715308840
328,saipan,15.1355,145.701,306.54,62,40,6.17,MP,1715308213
329,mukalla,14.5425,49.1242,301.69,76,54,1.8,YE,1715308842
330,mao,39.8885,4.2658,286.46,94,0,3.09,ES,1715308628
331,susuman,62.7833,148.1667,275.92,68,99,1.79,RU,1715308350
332,oranjemund,-28.55,16.4333,285.07,91,1,1.65,NA,1715308846
333,urengoy,65.9667,78.3667,274.03,98,100,9.63,RU,1715308848
334,ad dilam,23.9915,47.1627,294.38,24,32,1.7,SA,1715308850
335,taraz,42.9,71.3667,288.38,82,100,5.0,KZ,1715308852
336,jiaojiang,28.6803,121.4428,294.36,64,100,5.36,CN,1715308853
337,nabire,-3.3667,135.4833,302.21,78,100,1.4,ID,1715308855
338,boundiali,9.5217,-6.4869,298.23,77,31,2.1,CI,1715308856
339,ghat,24.9647,10.1728,294.61,22,0,6.27,LY,1715308858
340,riviere-du-loup,47.8304,-69.5342,278.64,65,79,0.0,CA,1715308859
341,arraias,-12.9288,-46.9437,291.72,43,14,2.36,BR,1715308861
342,menongue,-14.6585,17.691,286.29,43,7,2.06,AO,1715308863
343,pacific grove,36.6177,-121.9166,291.7,78,0,4.12,US,1715308864
344,masally,39.0,48.6667,289.11,89,84,1.97,AZ,1715308866
345,miquelon,47.0975,-56.3814,278.15,72,100,3.77,PM,1715308868
346,lyndon,38.2567,-85.6016,294.05,68,20,4.63,US,1715308869
347,labytnangi,66.6572,66.4183,270.03,95,100,11.83,RU,1715308871
348,greymouth,-42.4667,171.2,286.2,46,0,0.49,NZ,1715308872
349,bayganin,48.6947,55.8742,279.79,44,23,1.58,KZ,1715308874
350,bubaque,11.2833,-15.8333,299.63,81,100,3.31,GW,1715308838
351,flin flon,54.7682,-101.865,284.74,52,49,5.65,CA,1715308350
352,ingleby greenhow,54.4498,-1.1069,285.35,87,99,0.45,GB,1715308879
353,korolev,55.9142,37.8256,276.46,59,73,4.02,RU,1715308880
354,kourou,5.1552,-52.6478,298.18,94,100,2.43,GF,1715308882
355,bacalar,18.6667,-88.3833,302.21,79,40,3.6,MX,1715308883
356,dunedin,-45.8742,170.5036,281.93,85,87,4.47,NZ,1715308884
357,puerto penasco,31.3167,-113.5333,299.14,29,20,2.57,MX,1715308885
358,mejit,10.2753,170.8646,300.5,82,98,8.57,MH,1715308335
359,monteagudo,-19.8167,-63.9833,289.92,91,100,1.59,BO,1715308888
360,yengema,8.7167,-11.1667,295.73,99,100,0.08,SL,1715308889
361,sai kung,22.3822,114.2728,299.72,74,83,4.92,CN,1715308890
362,ola,59.5833,151.2833,277.12,79,40,3.22,RU,1715308891
363,moranbah,-22.0016,148.0466,299.23,52,93,8.28,AU,1715308892
364,kaifeng,34.7911,114.3483,303.11,28,9,8.11,CN,1715308893
365,luderitz,-26.6481,15.1594,285.77,85,0,5.67,NA,1715308336
366,scone,56.4194,-3.4051,286.09,84,100,1.4,GB,1715308895
367,ballina,-28.8667,153.5667,293.58,54,57,5.08,AU,1715308896
368,jaciara,-15.9653,-54.9683,294.97,56,2,1.67,BR,1715308896
369,dongola,19.1667,30.4833,299.32,9,0,3.99,SD,1715308898
370,nuku'alofa,-21.1333,-175.2,299.34,61,20,2.57,TO,1715308898
371,dudinka,69.4058,86.1778,262.97,93,40,2.68,RU,1715308326
372,grand forks,47.9417,-97.4337,289.0,54,0,0.0,US,1715308636
373,chernyshevsk,52.5243,117.0174,286.58,45,95,5.52,RU,1715308901
374,rio grande,-32.035,-52.0986,285.21,73,88,2.11,BR,1715308510
375,mugia,43.1041,-9.2179,286.43,76,65,3.05,ES,1715308340
376,kasongo-lunda,-6.4667,16.8167,296.42,78,97,0.26,CD,1715308905
377,rockland,41.1668,-74.0496,289.75,74,100,1.07,US,1715308907
378,saudarkrokur,65.7461,-19.6394,277.72,59,97,0.29,IS,1715308359
379,mangai,-4.05,19.5333,295.19,98,100,0.91,CD,1715308909
380,egilsstadir,65.2653,-14.3948,275.1,87,0,1.03,IS,1715308912
381,candolim,15.5181,73.7626,300.15,83,10,3.6,IN,1715308914
382,quellon,-43.1167,-73.6167,278.72,89,14,2.05,CL,1715308329
383,chemin grenier,-20.4872,57.4656,296.92,74,34,8.37,MU,1715308920
384,east london,-33.0153,27.9116,292.71,84,35,2.09,ZA,1715308924
385,sydney mines,46.2367,-60.2177,277.12,96,100,4.63,CA,1715308926
386,arenas de san pedro,40.2104,-5.0869,288.0,47,3,2.78,ES,1715308928
387,guichon,-32.35,-57.2,284.24,66,100,2.17,UY,1715308930
388,sosnovo-ozerskoye,52.5249,111.5418,277.37,49,100,6.44,RU,1715308932
389,hargeysa,9.56,44.065,294.97,71,6,3.7,SO,1715308934
390,kuqa,41.7278,82.9364,297.74,11,0,3.98,CN,1715308936
391,mikun',62.3547,50.0771,270.31,90,98,2.12,RU,1715308938
392,grand falls-windsor,48.9332,-55.6649,276.76,88,100,0.89,CA,1715308347
393,mournies,35.4764,24.0092,292.5,88,75,5.14,GR,1715308942
394,akjoujt,19.6969,-14.4164,303.36,12,86,6.07,MR,1715308943
395,concepcion,-36.827,-73.0498,282.04,93,75,0.51,CL,1715308945
396,seydi,39.4816,62.9137,289.4,72,100,11.76,TM,1715308946
397,puerto princesa,9.7392,118.7353,306.14,66,20,4.12,PH,1715308947
398,askoy,60.4092,5.226,282.01,100,75,1.03,NO,1715308948
399,salavan,15.7167,106.4167,307.67,44,100,0.86,LA,1715308950
400,marang,5.2056,103.2059,300.1,77,92,2.91,MY,1715308951
401,otuzco,-7.9,-78.5833,285.12,86,100,0.45,PE,1715308952
402,palmer,42.1584,-72.3287,287.57,77,100,3.39,US,1715308728
403,ciudad lazaro cardenas,17.9583,-102.2,297.16,77,78,1.6,MX,1715308955
404,texarkana,33.4251,-94.0477,296.27,61,0,3.6,US,1715308865
405,aasiaat,68.7098,-52.8699,260.93,92,80,1.31,GL,1715308847
406,yanam,16.7333,82.2167,305.82,58,49,1.85,IN,1715308958
407,mathba,22.2855,89.9629,304.25,58,9,2.22,BD,1715308959
408,nemuro,43.3236,145.575,281.12,80,69,2.22,JP,1715308960
409,ouadda,8.0777,22.4007,293.31,76,79,1.3,CF,1715308877
410,necochea,-38.5473,-58.7368,281.39,61,80,4.3,AR,1715308755
411,chui,-33.6971,-53.4616,282.26,82,37,0.57,UY,1715308707
412,promyshlennovskiy,55.4833,86.2,287.58,49,100,4.09,RU,1715308964
413,iwon-up,40.3231,128.6553,294.15,55,63,4.55,KP,1715308965
414,enshi,30.3,109.4833,293.19,91,100,1.29,CN,1715308757
415,dzuunmod,48.2199,97.3744,282.09,21,74,4.11,MN,1715308967
416,kone,-21.0595,164.8658,299.86,42,61,4.25,NC,1715308969
417,fisterra,42.9049,-9.2629,286.34,79,71,2.41,ES,1715308970
418,strugi-krasnyye,58.2675,29.1114,275.75,95,100,2.08,RU,1715308972
419,brokopondo,4.75,-55.1667,298.38,93,100,5.79,SR,1715308973
420,sheridan,44.8333,-106.9173,283.36,86,100,5.14,US,1715308975
421,kalabagh,32.965,71.557,306.99,24,38,5.07,PK,1715308978
422,westport,41.1415,-73.3579,289.42,81,100,7.2,US,1715308923
423,highfields,-27.4518,151.9463,291.13,69,2,7.73,AU,1715308982
424,zigong,29.3416,104.7769,293.66,88,100,0.58,CN,1715308983
425,kismayo,-0.3582,42.5454,298.93,87,41,4.29,SO,1715308911
426,campbellton,48.0075,-66.6727,277.4,75,100,0.51,CA,1715308986
427,bairnsdale,-37.8333,147.6167,292.07,73,60,0.89,AU,1715308988
428,dickinson,29.4608,-95.0513,301.02,90,100,2.06,US,1715308990
429,coquimbo,-29.9533,-71.3436,286.0,87,100,3.6,CL,1715308915
430,malabar,-33.9667,151.25,294.55,76,75,5.66,AU,1715308993
431,lebu,-37.6167,-73.65,281.36,85,0,1.01,CL,1715308995
432,rusape,-18.5278,32.1284,282.33,86,0,1.35,ZW,1715308996
433,warrnambool,-38.3833,142.4833,289.65,77,78,1.69,AU,1715308998
434,hilo,19.7297,-155.09,299.0,82,75,4.63,US,1715309000
435,namtsy,62.7161,129.6658,276.27,45,100,3.92,RU,1715308905
436,toliara,-23.35,43.6667,294.85,69,0,2.75,MG,1715309003
437,yazd,31.8972,54.3675,289.21,48,0,2.06,IR,1715309004
438,ardesen,41.1911,40.9875,289.53,75,98,2.16,TR,1715309006
439,khor,47.8861,134.9464,290.15,22,49,4.03,RU,1715309007
440,kalnibolotskaya,46.0058,40.4568,278.53,58,67,3.74,RU,1715309008
441,gulf shores,30.246,-87.7008,301.18,80,40,5.66,US,1715309009
442,waddan,29.1614,16.139,289.16,65,0,3.42,LY,1715309010
443,udachny,66.4167,112.4,267.32,71,100,5.24,RU,1715308871
444,nar'yan-mar,67.6713,53.087,271.54,95,100,11.62,RU,1715309012
445,lospalos,-8.5186,127.0025,299.46,79,44,5.12,TL,1715309014
446,st. john's,47.5649,-52.7093,276.64,92,100,2.57,CA,1715309014
447,key west,24.5557,-81.7826,300.15,83,0,4.63,US,1715309015
448,conover,35.7065,-81.2187,294.4,92,0,2.24,US,1715309016
449,yeppoon,-23.1333,150.7333,299.4,69,74,9.23,AU,1715309017
450,touros,-5.1989,-35.4608,298.08,93,72,3.86,BR,1715308868
451,manokwari,-0.8667,134.0833,301.37,80,99,4.11,ID,1715309019
452,alofi,-19.0595,-169.9187,300.09,74,100,3.09,NU,1715308744
453,castillos,-34.1667,-53.8333,280.2,88,26,0.65,UY,1715309021
454,choibalsan,48.0667,114.5,274.77,96,100,7.58,MN,1715309022
455,veragua arriba,19.5833,-70.3333,298.75,95,42,1.82,DO,1715309023
456,alaghsas,17.0187,8.0168,304.83,14,78,1.49,NE,1715309024
457,nacala,-14.5428,40.6728,294.04,97,36,3.27,MZ,1715309026
458,namsos,64.4662,11.4957,278.18,70,100,2.57,NO,1715309027
459,acarau,-2.8856,-40.12,299.1,88,100,3.59,BR,1715309028
460,gadzhiyevo,69.2551,33.3362,272.42,85,100,5.96,RU,1715309030
461,parabel',58.6978,81.4825,289.16,56,100,5.37,RU,1715309031
462,broome,42.2506,-75.833,285.36,86,100,1.54,US,1715308885
463,grantsville,40.5999,-112.4644,288.99,51,40,6.69,US,1715309035
464,dongning,44.0622,131.1207,286.83,61,100,4.1,CN,1715309036
465,yantzaza,-3.8278,-78.7594,294.14,98,100,0.27,EC,1715309038
466,chania,35.5122,24.0156,291.93,88,75,5.14,GR,1715309005
467,harstad,68.799,16.5293,276.01,97,100,8.05,NO,1715309041
468,miri,4.4148,114.0089,305.23,70,20,1.03,MY,1715309043
469,chipinge,-20.1883,32.6236,284.88,87,0,1.35,ZW,1715309044
470,miches,18.9836,-69.0476,298.07,89,11,2.65,DO,1715309046
471,sfax,34.7406,10.7603,289.23,82,20,5.14,TN,1715309047
472,martuk,50.7475,56.5056,276.89,59,7,1.43,KZ,1715309049
473,ternate,0.8,127.4,301.91,75,42,3.18,ID,1715309050
474,fruitvale,39.0817,-108.4968,290.47,29,40,5.66,US,1715309052
475,fortaleza,-3.7227,-38.5247,301.22,94,20,3.6,BR,1715308474
476,praia da vitoria,38.7333,-27.0667,289.68,88,20,1.45,PT,1715308899
477,jianshui,23.6363,102.8264,297.45,61,25,4.6,CN,1715309058
478,tanjungtiram,4.0613,98.3699,302.73,78,87,1.09,ID,1715309059
479,mandal,25.45,74.5667,307.19,29,2,5.51,IN,1715309060
480,lluta,-16.0147,-72.0142,285.44,47,63,1.35,PE,1715309062
481,bridgewater,44.3835,-64.5155,279.08,89,100,6.17,CA,1715309063
482,barra de santo antonio,-9.4047,-35.5072,298.75,74,75,4.91,BR,1715309063
483,hauterive,46.0901,3.4459,281.57,96,6,1.23,FR,1715309064
484,novoishimskiy,53.1981,66.7694,282.58,55,3,5.15,KZ,1715308903
485,revda,56.801,59.9303,274.48,53,63,5.61,RU,1715308890
486,fortuna,40.5982,-124.1573,292.66,57,0,2.06,US,1715309067
487,arar,30.9753,41.0381,293.16,17,0,3.09,SA,1715309068
488,dryden,49.7833,-92.7503,287.31,26,20,2.06,CA,1715308909
489,katsuura,35.1333,140.3,291.14,47,0,5.51,JP,1715308898
490,bull savanna,17.8868,-77.5902,298.24,83,49,3.52,JM,1715309071
491,dawei,14.0833,98.2,306.55,53,41,2.4,MM,1715309072
492,terrigal,-33.45,151.45,295.35,76,99,4.53,AU,1715308892
493,chaparral,3.7232,-75.4832,293.47,98,100,0.08,CO,1715309074
494,alkmaar,52.6317,4.7486,284.24,78,42,0.06,NL,1715309075
495,taltal,-25.4,-70.4833,288.2,85,100,0.89,CL,1715309076
496,zahedan,29.4963,60.8629,291.1,59,100,4.12,IR,1715309046
497,smara,26.7384,-11.6719,293.88,58,100,4.71,EH,1715309078
498,saynshand,44.8824,110.1163,283.73,23,55,13.29,MN,1715309079
499,talcahuano,-36.7167,-73.1167,281.97,93,75,0.51,CL,1715309080
500,bulayevo,54.9056,70.4439,281.78,57,1,5.14,KZ,1715308879
501,muntok,-2.0667,105.1833,303.48,67,10,3.89,ID,1715309084
502,starkville,33.4504,-88.8184,295.84,90,48,4.31,US,1715308919
503,novyy urgal,51.0736,132.5642,286.36,24,99,2.16,RU,1715308891
504,nikolayevsk-on-amure,53.1406,140.73,280.49,59,94,4.02,RU,1715308867
505,la'ie,21.6477,-157.9253,298.21,78,68,4.02,US,1715309090
506,okhotsk,59.3833,143.3,273.53,96,100,9.37,RU,1715308872
507,tromso,69.6496,18.957,275.16,93,75,3.6,NO,1715309094
508,jindabyne,-36.4167,148.6333,284.02,94,100,1.34,AU,1715308844
509,huilong,31.8111,121.655,293.88,64,0,9.9,CN,1715309098
510,brandon,27.9378,-82.2859,300.86,86,100,0.0,US,1715309042
511,victorica,-36.2151,-65.4359,281.61,49,3,4.65,AR,1715309101
512,ljungby,56.8332,13.9408,284.38,98,100,3.35,SE,1715309103
513,pulaski,34.7668,-92.3001,297.4,65,100,6.17,US,1715308868
514,nova sintra,14.8667,-24.7167,296.97,77,8,9.01,CV,1715308883
515,ke-macina,13.9623,-5.3572,307.14,30,12,3.74,ML,1715309107
516,bhamo,24.2667,97.2333,304.39,46,94,0.95,MM,1715308885
517,ammon,43.4696,-111.9666,289.18,36,40,9.26,US,1715309111
518,tejen,37.3834,60.5054,287.56,84,100,2.45,TM,1715309112
519,palikir - national government center,6.9248,158.1611,303.62,74,100,4.12,FM,1715308851
520,mount gambier,-37.8333,140.7667,289.0,69,92,2.79,AU,1715309115
521,ishigaki,24.3448,124.1572,300.22,57,75,5.14,JP,1715309117
522,taunggyi,20.7833,97.0333,301.38,42,4,2.4,MM,1715309118
523,itaituba,-4.2761,-55.9836,298.45,88,98,0.39,BR,1715309119
524,mahina,-17.5065,-149.489,302.02,70,20,3.09,PF,1715308884
525,svyetlahorsk,52.6329,29.7389,279.94,69,95,3.23,BY,1715309121
526,prieska,-29.6641,22.7474,296.06,29,55,5.86,ZA,1715309122
527,hobyo,5.3505,48.5268,302.07,73,83,3.51,SO,1715309124
528,bonthe,7.5264,-12.505,300.5,85,100,2.61,SL,1715308906
529,aktau,43.65,51.2,284.47,56,68,5.0,KZ,1715309125
530,sarmiento,-45.5882,-69.07,275.64,95,100,5.59,AR,1715309126
531,la maddalena,41.2142,9.4083,290.18,70,100,4.5,IT,1715309127
532,turpan,42.9333,89.1667,303.19,13,0,3.49,CN,1715309128
533,santa terezinha,-29.9002,-50.0904,289.64,67,95,2.79,BR,1715309129
534,leua,48.2156,18.6071,285.65,63,83,2.41,SK,1715308866
535,uray,60.1247,64.7758,276.76,52,1,6.13,RU,1715309131
536,souillac,-20.5167,57.5167,297.36,73,40,6.17,MU,1715309132
537,labrador city,52.9463,-66.9114,273.81,54,0,1.54,CA,1715309112
538,pointe-noire,-4.7761,11.8635,299.19,94,40,1.03,CG,1715309134
539,aykhal,66.0,111.5,266.07,82,100,6.23,RU,1715308856
540,codrington,-38.2667,141.9667,290.05,75,76,3.61,AU,1715308862
541,ponta delgada,37.7333,-25.6667,288.55,88,20,2.57,PT,1715309137
542,loa janan,-0.583,117.095,306.58,53,54,0.29,ID,1715309138
543,taungoo,18.9333,96.4333,306.62,49,7,1.61,MM,1715309140
544,tagta,41.6504,59.9164,287.12,47,0,4.12,TM,1715309141
545,ouargla,31.9493,5.325,291.19,39,0,1.54,DZ,1715309142
546,coronel,-37.0167,-73.1333,282.16,88,100,2.31,CL,1715309144
547,thunder bay,48.4001,-89.3168,280.14,65,0,1.54,CA,1715308619
548,ntoum,0.3833,9.7833,301.02,97,100,1.45,GA,1715309147
549,oodweyne,9.4092,45.064,297.68,65,31,1.97,SO,1715309149
550,keelung,25.1283,121.7419,303.09,64,99,6.71,TW,1715309150
551,vila velha,-20.3297,-40.2925,298.12,95,0,1.54,BR,1715308855
552,chimoio,-19.1164,33.4833,286.43,95,0,1.21,MZ,1715309154
553,saint-philippe,-21.3585,55.7679,296.92,78,67,5.98,RE,1715309155
554,amnat charoen,15.9167,104.75,306.27,47,89,3.15,TH,1715309157
555,badagara,11.6,75.5833,301.71,78,92,3.07,IN,1715309159
556,umea,63.8284,20.2597,276.11,70,0,6.69,SE,1715309160
557,myitkyina,25.3833,97.4,303.98,44,90,0.32,MM,1715309163
558,gdynia,54.5189,18.5319,285.44,67,20,4.63,PL,1715309122
559,garachico,28.7781,-17.7646,291.21,77,0,5.66,ES,1715309166
560,upper hutt,-41.1383,175.0502,285.61,71,16,2.62,NZ,1715309168
561,east ballina,-28.8667,153.5833,293.59,54,57,5.08,AU,1715309170
562,sinabang,2.4803,96.3801,302.21,79,100,1.93,ID,1715309171
563,jungapeo de juarez,19.45,-100.4833,298.6,24,78,2.9,MX,1715309172
564,polyarnyy,69.1989,33.4478,272.2,85,100,6.07,RU,1715309174
565,giado,31.9582,12.0203,287.21,84,10,3.39,LY,1715309174
566,craig,40.5153,-107.5464,283.12,46,0,4.12,US,1715309176
567,palu,-0.8917,119.8707,305.33,60,73,1.83,ID,1715309177
568,island harbour,50.724,-1.2758,284.22,74,100,2.5,GB,1715309179
569,tejupilco de hidalgo,18.9,-100.15,299.76,23,64,2.74,MX,1715309180
570,farkhar,36.5729,69.8578,291.22,67,100,1.95,AF,1715309181
571,galliano,29.4422,-90.2992,300.93,83,100,3.09,US,1715309182
572,mont-tremblant,46.1949,-74.6264,278.92,87,68,0.51,CA,1715308502
573,al khankah,30.2104,31.3681,302.6,9,0,2.06,EG,1715309184
574,opuwo,-18.0607,13.84,294.43,54,36,2.38,NA,1715309185
